id,pid,accountno,balance
1426,754,17160,330
1427,808,26708,678
1428,758,85952,336
1429,382,78707,709
1430,314,39597,315
1431,305,32283,802
1432,91,72327,458
1433,712,84488,666
1434,776,24232,-203
1435,198,78514,209
1436,815,20443,-836
1437,79,32146,92
1438,116,61569,39
1439,792,22585,-538
1440,469,38757,-602
1441,15,51235,-942
1442,668,45290,446
1443,384,87811,899
1444,634,79121,30
1445,729,18215,1000
1446,89,32481,-139
1447,994,73667,836
1448,961,21628,-710
1449,134,87516,-746
1450,343,56024,705
1451,583,49862,705
1452,635,50761,263
1453,649,81646,-380
1454,271,89880,-183
1455,74,39520,-994
1456,4,21171,-764
1457,662,87982,338
1458,754,10241,-146
1459,916,19878,147
1460,72,22325,900
1461,397,46378,296
1462,519,53322,631
1463,783,24499,-875
1464,23,69331,-71
1465,875,13377,-121
1466,748,36050,752
1467,478,40550,902
1468,548,84937,-491
1469,748,78192,-998
1470,722,81441,-155
1471,182,70992,-841
1472,799,30161,-14
1473,739,10417,-174
1474,49,26786,-273
1475,621,88699,-863
1476,90,16236,792
1477,965,15847,-474
1478,16,17311,-2
1479,830,72059,479
1480,359,25099,-856
1481,542,60321,-592
1482,910,49095,-967
1483,150,74182,-291
1484,566,26998,-568
1485,98,45466,-156
1486,527,62716,-601
1487,10,14002,524
1488,41,52430,-229
1489,522,79191,-960
1490,383,70834,365
1491,124,82870,-498
1492,203,56665,495
1493,828,40608,-94
1494,924,81146,-739
1495,685,70319,624
1496,588,68987,267
1497,884,65938,-659
1498,6,28524,730
1499,820,16335,86
1500,28,84180,-412
1501,641,44559,-852
1502,991,28845,-624
1503,146,23982,-659
1504,450,12869,-831
1505,176,33444,52
1506,767,47206,627
1507,667,85184,631
1508,198,24149,479
1509,465,13242,-134
1510,135,49478,-436
1511,897,24518,-163
1512,346,25434,-263
1513,398,38044,334
1514,261,84025,-588
1515,51,47086,-164
1516,885,23005,880
1517,337,27369,-55
1518,79,69666,-341
1519,390,57492,33
1520,625,60080,-965
1521,970,58186,614
1522,929,18031,322
1523,270,55607,-234
1524,217,81742,-724
1525,871,52665,-299
1526,789,74427,-55
1527,158,65675,-203
1528,35,33702,-335
1529,767,42945,798
1530,966,40644,178
1531,695,15574,638
1532,555,31992,12
1533,979,58525,-438
1534,942,28227,675
1535,868,64493,-726
1536,675,86931,821
1537,17,77386,572
1538,647,56865,-862
1539,273,27789,710
1540,603,33568,-928
1541,688,32935,-752
1542,709,69934,590
1543,637,33021,-825
1544,898,41585,718
1545,667,10045,-304
1546,385,45486,-595
1547,673,51614,-394
1548,802,29261,591
1549,450,83209,-800
1550,632,36929,-790
1551,358,22118,184
1552,528,74166,229
1553,315,52765,-599
1554,155,66613,-85
1555,626,68969,-575
1556,70,58835,552
1557,627,72416,991
1558,898,76798,565
1559,49,36198,272
1560,381,74141,-842
1561,867,48775,-786
1562,454,62434,-40
1563,381,22730,-622
1564,746,39159,833
1565,950,60554,-558
1566,703,50994,-576
1567,729,66670,50
1568,195,17440,158
1569,541,15013,-321
1570,87,27439,-966
1571,289,39026,-775
1572,228,23500,990
1573,673,80575,-432
1574,154,56157,-823
1575,857,50259,736
1576,274,12846,489
1577,309,26152,-151
1578,806,56006,308
1579,674,31278,388
1580,532,36884,522
1581,90,55320,980
1582,71,33947,471
1583,526,28150,-498
1584,781,69683,317
1585,278,53304,-545
1586,98,84088,-835
1587,520,69409,579
1588,757,44684,-368
1589,258,33030,-824
1590,802,55471,-150
1591,214,48282,-914
1592,545,24025,733
1593,920,55982,199
1594,387,85330,-511
1595,270,80851,-922
1596,21,65201,-888
1597,7,32634,-506
1598,294,20082,-604
1599,462,23279,524
1600,797,19379,360
1601,899,51082,-959
1602,532,13153,-605
1603,378,17018,368
1604,684,22195,-333
1605,982,10723,35
1606,570,48913,765
1607,177,15857,-99
1608,722,19480,932
1609,426,78161,945
1610,215,34661,284
1611,541,48644,83
1612,239,32502,875
1613,872,83481,316
1614,836,42278,-761
1615,419,74522,619
1616,49,18203,-433
1617,959,18921,922
1618,588,65074,139
1619,240,68354,286
1620,447,51335,-87
1621,85,34448,-725
1622,155,86516,-454
1623,974,24429,-957
1624,206,79209,-487
1625,631,47609,292
1626,300,68015,-444
1627,940,56025,-625
1628,189,77171,-174
1629,116,65672,-752
1630,536,12807,366
1631,251,86448,874
1632,776,44040,823
1633,83,33827,674
1634,139,63169,364
1635,634,74124,186
1636,52,77888,428
1637,611,20055,953
1638,294,46079,-892
1639,205,14338,860
1640,480,72143,204
1641,216,33487,-733
1642,8,56366,326
1643,327,83302,96
1644,11,34087,140
1645,400,81197,-467
1646,247,47326,626
1647,945,43139,-371
1648,392,88262,-533
1649,631,32545,-160
1650,862,75821,943
1651,582,63371,-298
1652,278,48592,819
1653,281,19602,-819
1654,642,36071,-879
1655,245,10262,-325
1656,90,41759,-466
1657,326,24472,616
1658,139,76960,-951
1659,626,17933,81
1660,750,25918,-155
1661,70,35860,987
1662,106,51289,-406
1663,981,22693,-384
1664,745,45306,-379
1665,580,37956,562
1666,724,36113,497
1667,661,57701,-928
1668,137,72549,-826
1669,884,65623,-298
1670,661,42558,996
1671,560,35056,-788
1672,417,19469,-822
1673,478,43761,50
1674,400,42983,456
1675,594,85137,220
1676,577,70926,-315
1677,914,55509,900
1678,979,75695,-36
1679,293,84134,-189
1680,123,23952,-249
1681,926,20807,-328
1682,400,23460,-780
1683,959,87376,713
1684,57,34362,-799
1685,558,39946,195
1686,40,77792,78
1687,987,47341,-48
1688,671,23048,489
1689,320,43141,47
1690,196,26163,912
1691,788,41751,841
1692,732,56815,71
1693,800,47162,640
1694,693,64168,-629
1695,343,87189,-346
1696,122,10684,-724
1697,971,24504,784
1698,678,32828,594
1699,427,63465,283
1700,416,45228,-711
1701,513,13161,644
1702,667,54475,-903
1703,728,22727,859
1704,432,44633,-606
1705,714,45871,-678
1706,845,68353,21
1707,318,24254,-483
1708,419,50780,286
1709,842,85231,789
1710,55,40177,963
1711,681,15616,558
1712,36,61091,-459
1713,95,80004,240
1714,409,72839,136
1715,216,30131,-871
1716,822,63381,-410
1717,803,21318,824
1718,899,30706,-649
1719,511,15506,928
1720,952,30115,740
1721,380,56455,259
1722,831,44001,-921
1723,623,18224,907
1724,184,82910,-844
1725,407,23013,-219
1726,635,25580,753
1727,565,13229,-618
1728,536,81394,-714
1729,779,68400,-751
1730,465,69110,628
1731,682,44156,-185
1732,326,17995,-339
1733,98,12969,-574
1734,390,11085,43
1735,120,34426,267
1736,598,26987,-597
1737,536,49196,38
1738,50,69383,-344
1739,455,58534,857
1740,865,28906,-539
1741,127,76866,-974
1742,109,54140,-820
1743,397,61213,-912
1744,91,24840,708
1745,575,26570,-160
1746,61,23535,300
1747,672,33602,389
1748,425,20848,769
1749,719,81165,-233
1750,322,28056,600
1751,699,19244,-12
1752,166,40100,-615
1753,921,78180,-858
1754,830,70387,-287
1755,849,88769,-546
1756,632,82872,-725
1757,817,32382,-473
1758,700,38950,-41
1759,175,16568,402
1760,187,77236,61
1761,224,47431,934
1762,319,66405,-936
1763,140,69796,-97
1764,437,10648,221
1765,965,45524,322
1766,657,44647,533
1767,831,83720,-429
1768,230,82253,-667
1769,321,29924,-258
1770,85,38404,606
1771,550,84063,206
1772,687,14314,828
1773,10,30124,-799
1774,461,28341,923
1775,828,52757,-122
1776,53,35507,13
1777,775,56710,744
1778,860,66321,-452
1779,838,50882,-662
1780,433,77053,-405
1781,344,78190,599
1782,336,84726,-805
1783,674,74754,-441
1784,737,84018,533
1785,822,75643,979
1786,395,73498,684
1787,24,44041,-172
1788,428,10537,464
1789,183,47793,722
1790,483,72337,445
1791,933,10000,-439
1792,659,62043,-645
1793,307,41776,612
1794,452,58988,612
1795,405,65421,346
1796,908,82309,-41
1797,1,68754,386
1798,216,12571,-478
1799,71,50206,788
1800,992,38105,475
1801,179,44868,697
1802,1,48574,-496
1803,236,66780,180
1804,251,54536,990
1805,172,39363,526
1806,476,16100,284
1807,399,48976,718
1808,995,10039,226
1809,728,85623,-29
1810,933,69523,-783
1811,45,60782,756
1812,958,42033,-542
1813,937,86642,949
1814,520,52262,-568
1815,608,37603,41
1816,647,19143,252
1817,862,42319,300
1818,198,78766,-594
1819,792,64490,748
1820,511,34975,-802
1821,129,38672,256
1822,272,82620,-454
1823,239,70697,-489
1824,367,39449,350
1825,60,28205,-690
1826,871,34106,989
1827,31,89102,-579
1828,34,25863,-518
1829,324,77695,-631
1830,338,65569,-470
1831,973,64045,875
1832,920,57684,656
1833,649,64096,315
1834,602,42257,-951
1835,968,50617,400
1836,367,51372,796
1837,55,70432,-375
1838,699,50945,-648
1839,153,89901,-874
1840,501,62406,483
1841,47,41358,-922
1842,216,43380,-629
1843,117,17608,-275
1844,145,18381,325
1845,284,44461,-380
1846,224,82770,-220
1847,394,87013,-744
1848,353,75661,-379
1849,696,13807,-932
1850,512,49856,843
1851,877,55949,-76
1852,6,33308,-790
1853,91,17577,770
1854,698,69829,-580
1855,44,31028,590
1856,204,54168,-939
1857,980,39906,611
1858,407,66457,785
1859,900,20314,574
1860,620,25809,124
1861,40,31777,-464
1862,322,75380,48
1863,399,79227,-552
1864,80,29376,637
1865,472,79198,-798
1866,982,86766,286
1867,782,86605,-61
1868,258,34117,723
1869,937,76513,978
1870,838,78809,66
1871,155,44951,-330
1872,639,52368,-710
1873,156,33946,-184
1874,70,87956,-89
1875,564,80487,613
1876,507,47723,-538
1877,186,55223,24
1878,609,22677,582
1879,66,35198,208
1880,809,40629,934
1881,12,31075,696
1882,554,39174,305
1883,839,31561,-175
1884,639,23615,-172
1885,466,22896,820
1886,204,78831,96
1887,232,82707,938
1888,23,43778,883
1889,736,11845,276
1890,823,30926,780
1891,281,76683,-915
1892,843,76510,-122
1893,812,88415,-828
1894,254,50405,-959
1895,878,76341,-90
1896,619,40033,491
1897,895,54685,518
1898,923,40452,-637
1899,441,13286,-686
1900,436,66974,10
1901,847,72407,583
1902,923,42406,16
1903,704,66738,-543
1904,451,24983,809
1905,398,47137,471
1906,183,17664,650
1907,92,80408,-264
1908,7,71681,943
1909,232,45645,-669
1910,914,12593,-767
1911,588,14895,858
1912,534,42025,313
1913,592,55264,837
1914,234,41337,-473
1915,384,64567,549
1916,528,89502,833
1917,140,27544,933
1918,194,42710,-483
1919,467,19170,569
1920,488,52315,-818
1921,346,13322,-39
1922,88,73273,999
1923,602,58916,963
1924,392,73421,322
1925,477,48885,-890
1926,688,78537,-663
1927,849,34133,330
1928,794,81636,784
1929,87,30438,567
1930,502,11350,284
1931,845,50837,687
1932,509,40131,147
1933,209,40104,-952
1934,884,86565,-801
1935,519,28932,-624
1936,112,79016,-439
1937,510,17099,-109
1938,375,68326,-148
1939,49,43526,539
1940,997,31909,-165
1941,42,45778,978
1942,797,61534,-398
1943,272,19569,700
1944,370,77944,-63
1945,520,30054,-450
1946,194,20654,-492
1947,193,26331,-221
1948,709,57015,-65
1949,580,11664,204
1950,263,15715,566
1951,885,71178,933
1952,741,30211,-385
1953,651,43700,128
1954,546,25178,-6
1955,497,31588,-314
1956,596,67327,362
1957,275,26912,711
1958,873,85040,585
1959,734,24654,-952
1960,180,62770,-845
1961,640,36259,869
1962,487,53768,221
1963,662,32682,-500
1964,184,65945,540
1965,533,34905,-346
1966,851,84090,723
1967,1000,14308,-969
1968,619,63598,695
1969,22,39449,47
1970,409,81497,-108
1971,669,24762,-213
1972,401,72124,-524
1973,756,50002,-836
1974,605,54497,130
1975,773,12039,-975
1976,687,74802,-492
1977,760,61591,-692
1978,350,65832,-837
1979,272,21018,720
1980,495,45341,-545
1981,212,57116,542
1982,523,16020,128
1983,805,20303,-958
1984,96,11622,554
1985,182,63913,-174
1986,3,35261,114
1987,354,10893,929
1988,994,56650,16
1989,645,62130,797
1990,778,40897,123
1991,972,42711,716
1992,330,71074,-741
1993,611,54769,264
1994,448,78728,415
1995,715,89547,108
1996,710,61738,316
1997,162,13008,-581
1998,584,51840,-317
1999,982,66729,975
2000,503,22956,272
2001,868,50311,16
2002,11,36653,-164
2003,44,13615,-680
2004,174,22593,-978
2005,277,88071,874
2006,698,76845,498
2007,460,86164,800
2008,29,73813,-841
2009,804,41078,567
2010,801,58862,946
2011,142,20408,-658
2012,688,12031,-876
2013,537,21209,108
2014,305,60263,563
2015,585,39553,102
2016,275,40693,-220
2017,911,26285,-64
2018,911,44990,-800
2019,185,87626,908
2020,106,32779,-839
2021,112,45416,135
2022,22,78052,-473
2023,86,76548,-310
2024,19,53335,-553
2025,288,84878,-449
2026,453,18203,155
2027,368,74087,-917
2028,652,41934,749
2029,788,68333,-647
2030,987,32834,135
2031,527,29567,-993
2032,189,51187,-772
2033,87,88457,-685
2034,97,34633,630
2035,321,63966,-877
2036,202,42076,80
2037,222,24521,318
2038,358,32316,11
2039,925,25464,312
2040,83,66810,237
2041,383,82283,358
2042,96,47849,342
2043,814,30445,-626
2044,250,70836,-43
2045,352,71425,189
2046,778,68724,322
2047,587,44852,-488
2048,289,34650,286
2049,972,32188,-747
2050,588,53542,32
2051,282,49853,-279
2052,489,80080,306
2053,788,12343,-550
2054,774,49246,50
2055,547,63053,-482
2056,343,57213,635
2057,67,53189,-395
2058,83,79274,-362
2059,891,36956,-586
2060,75,51381,281
2061,753,12726,-537
2062,399,19378,-901
2063,265,70304,-176
2064,285,11598,863
2065,334,23992,446
2066,275,65005,-163
2067,757,66878,175
2068,421,72847,858
2069,768,25237,-899
2070,576,43742,-506
2071,328,37861,920
2072,960,50305,-230
2073,560,83916,-539
2074,317,84074,795
2075,634,39884,-703
2076,169,24213,-577
2077,674,37270,4
2078,64,74574,-904
2079,85,37926,-820
2080,211,16952,263
2081,666,18825,-208
2082,469,29360,581
2083,811,30297,-414
2084,156,48102,952
2085,770,76001,891
2086,951,80961,-841
2087,108,65501,849
2088,722,29570,-1
2089,512,32201,680
2090,541,66491,605
2091,406,24969,354
2092,291,77292,804
2093,89,68720,466
2094,407,32819,-137
2095,362,70259,959
2096,652,58990,-861
2097,578,46520,-308
2098,618,59946,804
2099,403,44928,-966
2100,923,59589,-456
2101,973,22980,887
2102,666,52653,-662
2103,927,80243,-100
2104,378,77433,983
2105,153,65907,-684
2106,289,47937,-718
2107,504,66796,-231
2108,732,19810,48
2109,672,47101,365
2110,371,23938,88
2111,115,54978,874
2112,822,39391,-935
2113,165,72090,732
2114,128,29569,332
2115,530,84491,-426
2116,868,41036,-230
2117,822,51815,-30
2118,984,84560,397
2119,104,62533,300
2120,166,12804,571
2121,961,57519,-183
2122,958,65952,-274
2123,633,17249,678
2124,464,11837,950
2125,644,24606,-934
2126,377,65101,493
2127,14,54610,253
2128,140,51643,-799
2129,500,40848,635
2130,942,32935,-951
2131,233,42085,-57
2132,691,11753,884
2133,11,50569,-103
2134,106,17216,770
2135,794,17506,866
2136,737,36422,845
2137,968,31518,-954
2138,258,55117,889
2139,613,74547,-903
2140,188,51404,-373
2141,523,17975,156
2142,966,37591,13
2143,681,54693,941
2144,918,24868,-424
2145,714,65654,-90
2146,817,30411,-578
2147,888,34515,-274
2148,46,66236,296
2149,260,26046,-519
2150,292,72515,-33
2151,243,50571,-571
2152,546,71828,411
2153,568,70874,-529
2154,289,52017,-608
2155,500,78610,600
2156,919,12780,464
2157,672,39172,763
2158,752,78732,-441
2159,83,35010,637
2160,446,77265,917
2161,588,41081,336
2162,221,56391,-161
2163,404,37759,-251
2164,988,84477,233
2165,152,23144,-664
2166,768,17429,-761
2167,335,61026,-753
2168,733,41887,-81
2169,118,63984,-768
2170,131,59420,670
2171,239,29092,489
2172,340,51288,-798
2173,403,69584,18
2174,158,11023,328
2175,150,82041,51
2176,246,19905,-128
2177,274,12747,-615
2178,717,75474,992
2179,778,16892,-383
2180,295,76587,-849
2181,668,55508,260
2182,234,55218,764
2183,517,84277,-664
2184,298,29757,596
2185,756,60176,-814
2186,327,72286,695
2187,584,21427,-89
2188,338,51571,-329
2189,686,31830,-42
2190,153,56914,132
2191,199,51126,-787
2192,392,78415,-419
2193,901,22432,-288
2194,534,62770,-256
2195,797,28941,625
2196,280,37418,686
2197,417,72549,-410
2198,984,41254,498
2199,975,55536,-618
2200,710,68170,419
2201,250,19562,198
2202,793,21814,-763
2203,475,19283,269
2204,712,56205,604
2205,333,32923,538
2206,683,88134,-56
2207,672,31092,370
2208,771,82940,-79
2209,992,87817,-810
2210,863,51696,-211
2211,860,68234,-791
2212,833,46708,-825
2213,636,50903,198
2214,881,60931,697
2215,75,21900,142
2216,914,27870,868
2217,30,88562,-378
2218,138,32173,721
2219,292,11813,-313
2220,342,10738,-246
2221,196,50399,-198
2222,995,82867,529
2223,951,46031,477
2224,866,56954,792
2225,294,35088,-590
2226,119,54069,-663
2227,108,65742,-164
2228,307,87799,755
2229,195,81728,-544
2230,268,62563,-691
2231,741,18483,-27
2232,352,52654,493
2233,298,70144,337
2234,455,44153,-651
2235,283,52230,-390
2236,986,22049,-112
2237,195,89690,955
2238,331,41733,594
2239,782,41954,895
2240,772,11506,-572
2241,566,16656,401
2242,901,52854,-908
2243,342,27312,108
2244,61,68101,-412
2245,641,60444,-833
2246,898,56042,-472
2247,526,76156,-435
2248,927,55239,-730
2249,517,78965,816
2250,985,11986,251
2251,152,53459,-421
2252,857,21597,-115
2253,160,65399,205
2254,489,49819,525
2255,641,73877,247
2256,192,24052,-525
2257,97,52934,-306
2258,557,63678,-598
2259,67,58943,-794
2260,400,17295,904
2261,73,71132,466
2262,887,52183,683
2263,298,57880,816
2264,855,67867,102
2265,332,86065,-298
2266,822,30313,534
2267,50,78195,-801
2268,404,80497,832
2269,371,24485,322
2270,449,33678,-611
2271,545,56860,-714
2272,474,34752,239
2273,765,70627,334
